timestamp_s,flight_id,altitude_m,airspeed_ms,pitch_deg,roll_deg,yaw_deg,motor1_temp_c,motor2_temp_c,motor3_temp_c,motor4_temp_c,battery_v,battery_pct,vibration_g
9.3,FLT_004,17.29,3.72,8.0,-0.714,359.546,52.12,57.3,57.57,56.35,51.637,98.6,0.3351
9.4,FLT_004,19.2,3.76,8.0,1.122,359.685,55.63,55.76,54.35,54.36,51.87,99.1,0.2953
9.5,FLT_004,18.9,3.8,8.0,-0.289,359.66,55.44,55.27,53.87,55.13,51.749,98.5,0.3209
9.6,FLT_004,18.89,3.84,8.0,-1.162,359.623,53.64,56.16,54.18,56.89,51.818,98.1,0.2483
9.7,FLT_004,19.55,3.88,8.0,2.432,359.841,55.57,54.57,53.82,54.36,51.726,98.3,0.2675
9.8,FLT_004,19.74,3.92,8.0,-1.16,359.777,54.31,55.84,55.05,53.47,51.924,98.5,0.2049
9.9,FLT_004,20.1,3.96,8.0,0.832,359.87,56.05,53.77,55.47,52.96,51.834,98.7,0.2837
10.0,FLT_004,20.23,4.0,8.0,2.108,359.844,54.94,54.09,56.4,56.1,51.901,97.7,0.3269
10.1,FLT_004,21.08,4.04,8.0,2.788,359.84,55.43,54.37,55.03,54.63,51.582,98.5,0.2109
10.2,FLT_004,20.41,4.08,8.0,-2.681,359.817,55.31,55.58,53.29,55.28,51.841,98.3,0.233
10.3,FLT_004,21.47,4.12,8.0,1.541,359.923,56.18,56.17,55.68,55.05,51.913,98.4,0.2486
10.4,FLT_004,21.35,4.16,8.0,-0.964,0.039,55.22,57.64,55.53,53.2,51.786,98.4,0.3193
10.5,FLT_004,21.48,4.2,8.0,-0.476,0.177,54.8,55.01,53.97,57.12,51.628,97.7,0.2693
10.6,FLT_004,21.55,4.24,8.0,-2.421,0.328,55.89,56.25,56.05,53.86,51.797,98.6,0.3309
10.7,FLT_004,21.98,4.28,8.0,3.801,0.549,55.1,55.19,53.77,56.08,51.836,98.8,0.2783
10.8,FLT_004,21.41,4.32,8.0,-1.067,0.501,54.51,54.12,55.1,54.42,51.751,97.8,0.3433
10.9,FLT_004,21.91,4.36,8.0,-1.543,0.504,53.67,54.43,52.59,55.3,52.125,97.9,0.2952
11.0,FLT_004,21.3,4.4,8.0,-1.543,0.543,55.3,55.2,55.15,54.16,51.665,98.0,0.2235
11.1,FLT_004,23.03,4.44,8.0,-1.88,0.652,53.61,54.94,53.89,56.27,51.772,98.2,0.2011
11.2,FLT_004,22.61,4.48,8.0,0.576,0.501,54.27,55.05,53.66,54.23,51.682,97.9,0.2785
11.3,FLT_004,23.78,4.52,8.0,0.501,0.485,54.79,53.88,54.49,54.21,51.655,97.9,0.4466
11.4,FLT_004,23.3,4.56,8.0,0.145,0.405,55.92,54.42,55.41,55.3,51.829,98.2,0.3162
11.5,FLT_004,23.01,4.6,8.0,-0.262,0.467,55.78,56.52,54.67,55.93,51.842,98.4,0.2733
11.6,FLT_004,23.47,4.64,8.0,0.736,0.399,54.16,52.59,53.84,55.74,51.631,98.7,0.2991
11.7,FLT_004,23.56,4.68,8.0,-0.282,0.488,55.51,52.67,55.97,54.83,51.939,98.2,0.2572
11.8,FLT_004,24.15,4.72,8.0,-0.013,0.421,55.35,53.7,55.7,56.81,51.689,98.4,0.4004
11.9,FLT_004,23.3,4.76,8.0,0.177,0.435,55.64,54.35,55.19,55.81,51.657,98.0,0.28
12.0,FLT_004,23.95,4.8,8.0,-3.946,0.326,54.85,54.62,54.04,53.19,51.708,98.1,0.2931
12.1,FLT_004,24.19,4.84,8.0,-1.029,0.231,54.67,56.31,55.59,55.83,51.765,98.0,0.2448
12.2,FLT_004,24.33,4.88,8.0,-1.726,0.221,56.08,54.61,55.71,56.2,51.579,98.3,0.2463
12.3,FLT_004,24.7,4.92,8.0,3.742,0.394,52.89,55.12,54.21,55.3,51.687,98.4,0.2879
12.4,FLT_004,25.56,4.96,8.0,-0.83,0.514,55.14,54.29,55.64,55.81,51.8,97.8,0.385
12.5,FLT_004,24.08,5.0,8.0,-1.57,0.627,54.0,56.05,55.44,54.95,51.762,97.8,0.2406
12.6,FLT_004,24.56,5.04,8.0,-1.405,0.629,56.08,55.91,56.1,56.32,51.597,97.6,0.3303
12.7,FLT_004,25.82,5.08,8.0,-1.591,0.606,54.38,55.73,57.75,55.09,51.828,98.2,0.4004
12.8,FLT_004,25.3,5.12,8.0,1.165,0.716,52.87,55.99,55.72,54.98,51.719,97.9,0.2648
12.9,FLT_004,24.97,5.16,8.0,3.272,0.8,55.64,53.96,53.2,54.99,51.72,97.4,0.4261
13.0,FLT_004,25.74,5.2,8.0,-0.308,0.815,55.33,55.02,54.88,53.01,51.738,98.1,0.2994
13.1,FLT_004,26.9,5.24,8.0,1.861,0.821,54.97,55.03,55.3,53.56,51.697,97.6,0.2805
13.2,FLT_004,26.14,5.28,8.0,-1.407,1.006,56.04,55.96,54.58,56.78,51.598,98.3,0.2954
13.3,FLT_004,26.46,5.32,8.0,-2.316,0.932,54.65,55.8,53.77,53.98,51.598,98.3,0.3261
13.4,FLT_004,25.98,5.36,8.0,3.032,0.995,54.78,56.34,55.28,55.78,51.645,98.2,0.4031
13.5,FLT_004,27.28,5.4,8.0,-1.516,1.068,54.78,55.46,56.41,54.44,51.705,97.8,0.4065
13.6,FLT_004,27.08,5.44,8.0,-0.618,1.109,56.52,54.61,54.59,54.32,51.789,97.9,0.2804
13.7,FLT_004,27.39,5.48,8.0,-0.495,1.026,54.97,54.6,54.94,53.57,51.702,97.6,0.2291
13.8,FLT_004,27.97,5.52,8.0,-0.552,1.087,55.28,55.13,56.07,55.45,51.637,97.9,0.2778
13.9,FLT_004,27.5,5.56,8.0,1.947,1.087,54.92,53.67,55.34,54.98,51.641,97.1,0.2501
14.0,FLT_004,28.39,5.6,8.0,-0.173,1.1,54.87,55.65,56.12,56.12,51.591,98.3,0.2453
14.1,FLT_004,28.99,5.64,8.0,0.824,1.222,55.86,54.92,53.6,54.51,51.748,97.8,0.2491
14.2,FLT_004,28.46,5.68,8.0,1.961,1.251,54.23,55.54,55.12,56.81,51.656,97.5,0.2821
14.3,FLT_004,28.71,5.72,8.0,0.57,1.224,56.16,55.57,53.99,54.23,51.712,97.8,0.3165
14.4,FLT_004,29.47,5.76,8.0,2.835,1.339,53.67,55.35,53.75,55.49,51.664,97.6,0.2632
14.5,FLT_004,29.17,5.8,8.0,-0.387,1.394,53.64,56.03,53.53,53.33,51.731,97.1,0.2898
14.6,FLT_004,28.77,5.84,8.0,-2.482,1.215,54.76,56.03,54.45,53.33,51.593,97.6,0.301
14.7,FLT_004,30.04,5.88,8.0,0.238,1.281,54.48,55.43,54.39,53.0,51.699,97.6,0.2683
14.8,FLT_004,29.93,5.92,8.0,1.264,1.199,54.04,55.73,56.8,54.63,51.603,97.7,0.3142
14.9,FLT_004,28.96,5.96,8.0,2.769,1.118,54.39,54.33,54.68,55.96,51.769,97.6,0.2937
15.0,FLT_004,30.73,6.0,8.0,-5.744,1.015,55.91,56.0,55.91,53.93,51.601,97.8,0.3241
15.1,FLT_004,30.26,6.04,8.0,0.256,1.124,54.05,56.54,53.23,54.9,51.627,97.8,0.2478
15.2,FLT_004,30.09,6.08,8.0,-0.388,1.153,53.87,54.62,54.37,53.79,51.671,97.6,0.3126
15.3,FLT_004,29.85,6.12,8.0,-0.839,1.295,54.88,55.57,55.08,54.9,51.709,97.8,0.2798
15.4,FLT_004,30.96,6.16,8.0,-0.299,1.202,55.73,55.2,54.6,56.21,51.689,97.4,0.2986
15.5,FLT_004,31.19,6.2,8.0,-2.133,1.232,54.67,56.77,54.91,56.19,51.838,97.4,0.2457
15.6,FLT_004,31.18,6.24,8.0,0.202,1.229,53.8,55.19,54.96,55.92,51.689,97.1,0.3887
15.7,FLT_004,31.17,6.28,8.0,-1.253,1.391,53.76,56.61,54.59,55.02,51.729,97.4,0.2751
15.8,FLT_004,31.22,6.32,8.0,-4.324,1.295,55.62,52.76,55.61,56.1,51.543,97.1,0.3504
15.9,FLT_004,32.7,6.36,8.0,-0.274,1.352,54.98,55.86,55.5,55.94,51.731,97.3,0.3017
16.0,FLT_004,32.18,6.4,8.0,-0.469,1.339,55.14,55.95,54.74,55.2,51.528,97.1,0.3853
16.1,FLT_004,32.41,6.44,8.0,-0.799,1.41,55.63,53.42,55.4,54.95,51.689,97.9,0.3304
16.2,FLT_004,33.28,6.48,8.0,-0.426,1.378,55.3,54.45,53.07,54.95,51.666,97.3,0.3456
16.3,FLT_004,32.77,6.52,8.0,-2.189,1.334,55.47,54.61,55.45,53.97,51.895,97.4,0.2806
16.4,FLT_004,32.37,6.56,8.0,2.412,1.266,54.19,55.37,55.13,55.21,51.847,97.6,0.3212
16.5,FLT_004,33.03,6.6,8.0,-3.049,1.217,54.75,53.6,55.58,54.57,51.627,97.4,0.3965
16.6,FLT_004,33.52,6.64,8.0,-2.292,1.195,52.36,54.61,55.85,53.57,51.651,97.5,0.3065
16.7,FLT_004,34.23,6.68,8.0,-0.793,1.104,53.81,55.37,55.61,55.9,51.607,97.2,0.2219
16.8,FLT_004,33.03,6.72,8.0,-0.229,1.063,54.96,53.89,54.08,56.69,51.619,97.4,0.252
16.9,FLT_004,33.75,6.76,8.0,-5.553,0.963,55.59,56.51,54.7,53.79,51.462,97.5,0.2535
17.0,FLT_004,33.94,6.8,8.0,0.218,1.051,55.1,54.21,55.77,57.78,51.56,97.4,0.2943
17.1,FLT_004,34.7,6.84,8.0,4.436,0.977,54.98,55.44,54.01,53.91,51.552,96.9,0.2478
17.2,FLT_004,34.68,6.88,8.0,-0.314,0.984,54.71,56.63,55.33,55.0,51.621,97.6,0.3402
17.3,FLT_004,34.95,6.92,8.0,-1.882,1.136,55.1,53.62,56.14,55.81,51.532,96.9,0.1748
17.4,FLT_004,33.9,6.96,8.0,5.852,1.156,54.1,55.14,54.77,55.87,51.687,97.4,0.3694
17.5,FLT_004,34.65,7.0,8.0,-0.687,1.122,57.31,54.44,55.57,55.61,51.602,97.1,0.2856
17.6,FLT_004,35.4,7.04,8.0,-1.7,1.206,54.82,54.47,55.43,54.66,51.55,98.0,0.2504
17.7,FLT_004,35.65,7.08,8.0,2.356,0.981,55.22,56.2,54.11,54.43,51.566,97.5,0.2353
17.8,FLT_004,35.67,7.12,8.0,-2.397,1.002,55.48,55.24,54.62,55.37,51.556,97.6,0.2598
17.9,FLT_004,36.56,7.16,8.0,1.14,0.886,56.57,55.69,55.05,55.36,51.466,97.3,0.2683
18.0,FLT_004,36.2,7.2,8.0,-1.745,0.649,53.25,54.3,55.67,55.38,51.538,96.9,0.2956
18.1,FLT_004,35.46,7.24,8.0,1.422,0.699,55.5,55.17,54.59,56.53,51.52,97.1,0.3053
18.2,FLT_004,36.58,7.28,8.0,-3.853,0.866,55.63,54.81,57.95,55.36,51.649,97.0,0.3306
18.3,FLT_004,36.28,7.32,8.0,-1.797,0.966,56.62,54.66,57.11,55.5,51.508,96.9,0.2822
18.4,FLT_004,37.0,7.36,8.0,1.544,0.835,55.42,55.44,54.73,57.06,51.552,97.2,0.2853
18.5,FLT_004,36.1,7.4,8.0,2.691,0.789,56.61,52.29,55.81,54.7,51.644,97.3,0.2787
18.6,FLT_004,36.78,7.44,8.0,0.992,0.857,53.82,53.59,56.28,54.84,51.613,97.7,0.2269
18.7,FLT_004,38.11,7.48,8.0,2.109,0.826,53.89,53.43,53.25,54.84,51.649,96.8,0.3654
18.8,FLT_004,37.93,7.52,8.0,-2.664,0.925,55.37,54.75,53.81,55.38,51.574,96.4,0.3106
18.9,FLT_004,38.5,7.56,8.0,0.823,1.077,55.68,52.9,55.22,54.5,51.571,97.0,0.3386
19.0,FLT_004,37.92,7.6,8.0,1.934,1.308,55.21,55.06,55.45,53.94,51.713,97.5,0.2839
19.1,FLT_004,38.91,7.64,8.0,1.096,1.223,55.72,55.98,55.24,53.72,51.358,97.2,0.3449
19.2,FLT_004,38.09,7.68,8.0,0.157,1.088,54.78,55.61,54.91,54.09,51.661,96.9,0.269
19.3,FLT_004,38.78,7.72,8.0,-1.723,1.196,53.76,55.02,55.89,53.82,51.624,96.8,0.3316
19.4,FLT_004,38.97,7.76,8.0,3.97,1.081,55.43,55.13,54.12,55.08,51.793,97.1,0.3217
19.5,FLT_004,39.77,7.8,8.0,-0.757,1.125,54.97,55.13,53.59,53.8,51.55,96.6,0.239
19.6,FLT_004,38.04,7.84,8.0,-1.318,1.182,57.25,56.02,54.47,54.32,51.608,97.1,0.3693
19.7,FLT_004,39.57,7.88,8.0,-1.473,1.018,54.68,56.08,54.94,55.12,51.511,96.7,0.2819
19.8,FLT_004,40.16,7.92,8.0,0.242,1.119,55.18,54.45,56.21,54.48,51.532,96.6,0.373
19.9,FLT_004,39.29,7.96,8.0,-0.816,1.18,53.99,55.77,54.89,56.31,51.485,96.8,0.2606
20.0,FLT_004,39.75,8.0,8.0,1.907,1.015,54.55,54.43,53.95,55.38,51.568,97.0,0.2747
20.1,FLT_004,39.47,8.04,8.0,-2.41,0.913,55.94,53.92,55.49,55.58,51.428,96.7,0.3468
20.2,FLT_004,40.65,8.08,8.0,4.011,1.097,54.87,54.93,55.39,55.03,51.455,96.5,0.2689
20.3,FLT_004,40.4,8.12,8.0,4.123,1.103,54.25,53.47,56.4,54.89,51.583,96.2,0.2555
20.4,FLT_004,40.63,8.16,8.0,2.285,1.242,55.3,54.64,54.86,55.24,51.449,96.8,0.3107
20.5,FLT_004,41.68,8.2,8.0,-1.843,1.232,54.01,54.72,55.53,53.94,51.663,96.6,0.4147
20.6,FLT_004,41.32,8.24,8.0,0.486,1.283,55.38,55.65,55.81,55.44,51.552,96.7,0.3106
20.7,FLT_004,40.47,8.28,8.0,1.275,1.196,56.41,54.33,54.17,55.45,51.496,96.7,0.3192
20.8,FLT_004,41.75,8.32,8.0,1.532,1.114,54.53,54.34,55.03,54.26,51.501,97.0,0.278
20.9,FLT_004,41.33,8.36,8.0,-3.597,0.996,55.17,56.1,54.53,55.79,51.512,97.0,0.3965
21.0,FLT_004,41.54,8.4,8.0,-0.851,1.043,55.08,55.92,56.52,55.19,51.452,96.8,0.295
21.1,FLT_004,41.61,8.44,8.0,-2.132,1.093,55.2,55.12,55.77,54.67,51.672,96.6,0.2591
21.2,FLT_004,42.45,8.48,8.0,2.034,1.108,57.65,55.0,55.16,55.15,51.623,97.1,0.2964
21.3,FLT_004,42.32,8.52,8.0,0.744,1.196,53.65,53.85,55.59,54.32,51.511,96.4,0.3509
21.4,FLT_004,42.57,8.56,8.0,0.948,1.312,55.82,52.81,56.69,56.32,51.476,96.7,0.3286
21.5,FLT_004,43.31,8.6,8.0,-4.308,1.41,54.17,56.7,55.54,53.73,51.533,96.7,0.3
21.6,FLT_004,43.76,8.64,8.0,-1.547,1.37,55.0,54.0,54.48,53.61,51.539,96.4,0.3025
21.7,FLT_004,42.69,8.68,8.0,0.489,1.48,57.03,54.03,55.16,54.56,51.507,96.8,0.3062
21.8,FLT_004,42.33,8.72,8.0,1.037,1.556,54.69,54.73,54.89,53.89,51.541,96.5,0.2947
21.9,FLT_004,43.96,8.76,8.0,0.041,1.466,53.87,55.06,53.63,54.88,51.393,96.5,0.2582
22.0,FLT_004,43.13,8.8,8.0,-0.262,1.354,54.22,53.07,55.59,55.65,51.45,96.9,0.2916
22.1,FLT_004,43.52,8.84,8.0,0.669,1.43,53.1,54.11,54.68,56.35,51.405,96.4,0.3872
22.2,FLT_004,44.16,8.88,8.0,-0.094,1.425,56.38,54.34,55.75,54.54,51.358,96.5,0.3354
22.3,FLT_004,45.02,8.92,8.0,1.242,1.582,53.68,56.96,53.68,55.63,51.407,96.6,0.3095
22.4,FLT_004,45.43,8.96,8.0,4.259,1.578,55.27,53.35,54.04,55.71,51.692,96.9,0.347
22.5,FLT_004,44.7,9.0,8.0,2.861,1.539,54.98,55.34,54.62,56.85,51.603,96.2,0.4549
22.6,FLT_004,44.83,9.04,8.0,0.11,1.686,54.22,53.07,54.6,55.6,51.556,96.4,0.3631
22.7,FLT_004,44.85,9.08,8.0,0.412,1.555,55.05,55.23,54.01,57.21,51.565,96.2,0.3137
22.8,FLT_004,45.61,9.12,8.0,-1.516,1.646,54.47,55.28,56.58,52.46,51.465,96.8,0.3376
22.9,FLT_004,45.68,9.16,8.0,0.259,1.663,55.23,55.18,54.21,55.13,51.516,96.7,0.2934
23.0,FLT_004,45.57,9.2,8.0,1.666,1.523,55.11,54.7,55.68,54.92,51.549,96.0,0.3208
23.1,FLT_004,46.88,9.24,8.0,0.486,1.468,55.57,55.97,56.12,54.19,51.4,96.2,0.2619
