timestamp_s,flight_id,altitude_m,airspeed_ms,pitch_deg,roll_deg,yaw_deg,motor1_temp_c,motor2_temp_c,motor3_temp_c,motor4_temp_c,battery_v,battery_pct,vibration_g
4.7,FLT_002,8.55,1.88,8.0,1.877,359.382,54.11,54.74,54.95,56.64,51.96,99.1,0.3285
4.8,FLT_002,9.75,1.92,8.0,0.535,359.273,55.89,54.68,55.0,54.89,51.949,99.5,0.294
4.9,FLT_002,10.24,1.96,8.0,1.581,359.132,54.24,55.52,55.45,55.59,51.892,99.1,0.2882
5.0,FLT_002,10.85,2.0,8.0,-2.778,359.01,55.22,53.91,54.37,55.06,51.844,99.3,0.3373
5.1,FLT_002,10.66,2.04,8.0,0.128,358.993,55.9,55.28,53.77,52.98,51.853,98.9,0.2797
5.2,FLT_002,9.12,2.08,8.0,-0.968,359.152,54.96,55.41,55.79,56.75,52.152,99.5,0.3122
5.3,FLT_002,11.3,2.12,8.0,1.555,359.032,56.12,55.62,54.46,56.44,51.965,98.7,0.3108
5.4,FLT_002,11.54,2.16,8.0,1.062,359.103,53.92,56.1,56.88,56.4,51.911,99.2,0.3023
5.5,FLT_002,10.54,2.2,8.0,-1.027,358.963,54.61,53.36,54.25,55.05,51.856,98.7,0.2632
5.6,FLT_002,11.0,2.24,8.0,0.307,359.04,54.72,55.24,53.19,55.79,52.011,99.4,0.1639
5.7,FLT_002,12.12,2.28,8.0,-0.281,358.972,54.38,55.0,54.52,55.75,51.651,98.6,0.4065
5.8,FLT_002,11.63,2.32,8.0,0.784,358.963,54.43,53.29,55.56,53.41,51.934,99.5,0.3167
5.9,FLT_002,11.51,2.36,8.0,0.697,359.033,54.83,56.09,55.58,55.03,51.868,99.5,0.2868
6.0,FLT_002,11.63,2.4,8.0,0.137,359.042,55.07,53.95,55.41,55.49,51.875,99.2,0.2916
6.1,FLT_002,13.52,2.44,8.0,-2.676,359.066,55.21,55.01,54.86,55.79,51.975,99.2,0.2488
6.2,FLT_002,12.8,2.48,8.0,2.97,359.076,54.39,53.66,55.9,53.68,52.005,99.1,0.2274
6.3,FLT_002,12.46,2.52,8.0,2.111,359.261,54.26,55.42,55.33,54.84,51.843,98.7,0.328
6.4,FLT_002,13.52,2.56,8.0,0.179,359.133,56.41,55.98,54.89,54.44,51.837,98.7,0.3477
6.5,FLT_002,12.96,2.6,8.0,1.038,359.119,55.27,55.19,56.19,54.8,51.744,99.0,0.2552
6.6,FLT_002,13.81,2.64,8.0,1.202,359.12,56.03,53.67,55.35,54.29,51.824,99.2,0.3307
6.7,FLT_002,13.69,2.68,8.0,-1.381,359.031,55.01,54.78,53.89,54.26,51.987,99.0,0.3458
6.8,FLT_002,13.43,2.72,8.0,2.484,359.111,54.54,56.75,54.47,53.1,51.798,98.3,0.3055
6.9,FLT_002,14.05,2.76,8.0,-4.064,359.067,54.26,53.24,53.96,52.56,51.64,99.0,0.2114
7.0,FLT_002,14.27,2.8,8.0,-3.409,359.149,54.38,55.37,54.59,54.64,51.723,98.6,0.2547
7.1,FLT_002,14.6,2.84,8.0,-1.429,359.157,57.55,54.4,55.22,55.11,51.778,99.0,0.2808
7.2,FLT_002,15.22,2.88,8.0,0.672,359.121,55.25,54.39,55.77,56.19,51.746,98.5,0.2637
7.3,FLT_002,15.71,2.92,8.0,0.266,359.293,55.07,56.17,55.54,55.17,51.881,99.0,0.3424
7.4,FLT_002,15.01,2.96,8.0,0.145,359.11,53.96,54.88,56.0,54.61,51.861,98.9,0.3701
7.5,FLT_002,14.05,3.0,8.0,-0.143,359.172,55.08,53.92,55.37,55.46,51.916,98.6,0.3469
7.6,FLT_002,15.64,3.04,8.0,-0.642,359.312,57.34,55.23,55.3,54.85,51.78,98.3,0.3726
7.7,FLT_002,15.27,3.08,8.0,-2.551,359.163,54.91,54.7,56.36,54.48,51.834,99.0,0.2612
7.8,FLT_002,14.76,3.12,8.0,-2.753,359.16,56.15,54.91,54.16,54.44,51.708,98.7,0.3408
7.9,FLT_002,16.15,3.16,8.0,-2.568,359.207,54.31,54.47,53.79,54.25,51.773,98.6,0.335
8.0,FLT_002,16.22,3.2,8.0,-2.186,359.121,52.52,55.11,54.44,54.78,51.803,98.6,0.2924
8.1,FLT_002,15.8,3.24,8.0,-2.829,359.177,54.18,56.36,53.12,55.94,51.807,98.2,0.3674
8.2,FLT_002,15.81,3.28,8.0,-2.872,359.319,53.43,54.26,55.37,56.95,51.887,98.8,0.2393
8.3,FLT_002,17.3,3.32,8.0,-0.548,359.393,55.78,52.42,55.35,54.19,51.833,98.4,0.2242
8.4,FLT_002,17.06,3.36,8.0,2.112,359.581,57.4,55.31,55.95,54.13,51.781,98.5,0.2048
8.5,FLT_002,16.61,3.4,8.0,0.881,359.475,54.07,54.95,54.25,55.33,51.996,98.6,0.279
8.6,FLT_002,17.53,3.44,8.0,-1.852,359.452,54.55,54.97,55.97,55.03,51.687,98.0,0.331
8.7,FLT_002,17.19,3.48,8.0,-1.38,359.3,54.73,54.29,54.47,55.71,51.872,97.9,0.2632
8.8,FLT_002,17.88,3.52,8.0,3.794,359.253,54.86,54.04,54.6,55.83,51.781,97.9,0.2637
8.9,FLT_002,17.96,3.56,8.0,-0.998,359.304,54.68,52.43,55.91,54.75,51.826,98.2,0.2804
9.0,FLT_002,16.72,3.6,8.0,-2.174,359.33,55.79,54.59,55.48,55.57,51.666,98.3,0.2247
9.1,FLT_002,18.26,3.64,8.0,-0.576,359.275,54.26,53.67,53.86,55.2,51.661,97.9,0.2904
9.2,FLT_002,18.32,3.68,8.0,-1.139,359.262,54.85,54.98,55.43,54.68,51.741,98.0,0.4167
9.3,FLT_002,18.23,3.72,8.0,-1.713,359.064,54.55,54.18,55.37,56.7,51.764,98.4,0.2389
9.4,FLT_002,18.17,3.76,8.0,0.069,359.068,54.5,55.45,56.32,54.32,51.656,98.0,0.3249
9.5,FLT_002,18.9,3.8,8.0,2.533,359.224,56.76,54.07,55.55,53.89,51.71,98.1,0.3274
9.6,FLT_002,19.03,3.84,8.0,-2.641,359.069,55.53,54.34,52.69,56.39,51.792,98.6,0.2882
9.7,FLT_002,19.73,3.88,8.0,0.776,359.067,55.21,54.46,54.77,54.81,51.694,98.4,0.3151
9.8,FLT_002,19.53,3.92,8.0,1.976,359.203,54.64,54.61,54.86,56.99,51.917,97.8,0.3179
9.9,FLT_002,19.85,3.96,8.0,0.901,359.101,52.72,52.99,55.45,52.42,51.694,98.3,0.28
10.0,FLT_002,20.17,4.0,8.0,2.069,359.081,54.5,54.22,54.96,54.37,51.743,98.4,0.2998
10.1,FLT_002,19.97,4.04,8.0,1.075,359.198,54.85,54.22,53.74,54.73,51.722,98.5,0.3529
10.2,FLT_002,19.91,4.08,8.0,-1.395,359.458,55.51,55.63,55.18,56.28,51.619,98.4,0.3308
10.3,FLT_002,21.71,4.12,8.0,3.592,359.484,55.09,55.82,54.74,55.46,51.738,98.3,0.2563
10.4,FLT_002,20.77,4.16,8.0,1.04,359.518,56.96,55.18,56.2,55.01,51.656,98.2,0.3169
10.5,FLT_002,20.9,4.2,8.0,4.569,359.401,53.75,55.16,55.53,55.85,51.854,98.3,0.2611
10.6,FLT_002,21.91,4.24,8.0,-3.723,359.438,54.32,58.77,56.08,56.26,51.746,98.4,0.2745
10.7,FLT_002,22.35,4.28,8.0,4.78,359.406,55.88,54.16,54.58,55.56,51.717,98.1,0.412
10.8,FLT_002,22.33,4.32,8.0,1.727,359.44,53.15,54.53,54.5,55.61,51.696,97.9,0.3769
10.9,FLT_002,21.61,4.36,8.0,0.941,359.488,54.01,57.01,58.23,55.43,51.837,98.0,0.3535
11.0,FLT_002,22.18,4.4,8.0,-1.844,359.465,56.24,55.5,54.46,54.06,51.732,97.9,0.2578
11.1,FLT_002,22.5,4.44,8.0,1.483,359.595,55.34,54.33,56.01,54.36,51.614,98.0,0.3071
11.2,FLT_002,23.52,4.48,8.0,2.396,359.65,55.22,54.14,54.07,56.44,51.801,97.4,0.2784
11.3,FLT_002,22.81,4.52,8.0,-3.515,359.577,54.54,54.59,54.35,54.5,51.79,98.3,0.3581
11.4,FLT_002,23.04,4.56,8.0,1.14,359.454,54.89,52.98,55.81,55.39,51.625,98.0,0.2964
11.5,FLT_002,22.5,4.6,8.0,-1.293,359.599,55.88,56.3,55.15,55.1,51.679,98.3,0.3
11.6,FLT_002,22.58,4.64,8.0,1.155,359.711,55.6,53.68,54.64,55.98,51.922,97.6,0.3843
11.7,FLT_002,24.08,4.68,8.0,-2.06,359.739,55.86,57.2,54.92,56.22,51.738,98.1,0.2853
11.8,FLT_002,23.78,4.72,8.0,2.542,359.609,54.94,53.9,55.18,54.78,52.082,97.8,0.2036
11.9,FLT_002,24.03,4.76,8.0,-0.16,359.579,54.58,53.93,54.74,54.16,51.836,97.9,0.3205
12.0,FLT_002,24.54,4.8,8.0,1.5,359.631,56.98,55.91,53.83,54.4,51.951,98.1,0.3352
12.1,FLT_002,24.63,4.84,8.0,1.933,359.538,54.61,54.79,54.16,54.89,51.625,98.1,0.3386
12.2,FLT_002,24.77,4.88,8.0,0.598,359.727,56.02,54.63,53.81,52.98,51.94,97.7,0.3191
12.3,FLT_002,24.92,4.92,8.0,-1.738,359.606,53.04,55.28,55.13,54.8,51.57,97.7,0.3629
12.4,FLT_002,24.87,4.96,8.0,1.266,359.488,54.42,54.58,55.26,54.41,51.672,97.9,0.3382
12.5,FLT_002,25.11,5.0,8.0,-0.192,359.511,55.05,54.75,55.1,52.82,51.615,96.9,0.3277
12.6,FLT_002,25.66,5.04,8.0,0.38,359.637,55.81,55.28,54.53,54.68,51.691,98.0,0.2789
12.7,FLT_002,24.94,5.08,8.0,-0.73,359.384,55.53,54.87,55.61,55.11,51.744,97.8,0.173
12.8,FLT_002,25.08,5.12,8.0,-3.58,359.299,55.93,54.03,55.13,53.22,51.67,97.8,0.2875
12.9,FLT_002,25.85,5.16,8.0,0.117,359.026,54.03,53.65,54.84,54.66,51.708,97.8,0.4162
13.0,FLT_002,26.08,5.2,8.0,-1.197,359.157,54.39,53.66,53.33,53.86,51.646,97.2,0.2887
13.1,FLT_002,26.57,5.24,8.0,0.6,359.073,55.87,55.03,54.07,54.9,51.728,97.6,0.3184
13.2,FLT_002,26.29,5.28,8.0,-0.072,359.239,55.26,55.1,54.46,54.46,51.716,97.7,0.2658
13.3,FLT_002,26.22,5.32,8.0,-1.053,359.068,54.53,56.21,55.59,56.29,51.64,97.7,0.3432
13.4,FLT_002,27.11,5.36,8.0,4.267,358.961,55.12,54.01,56.29,54.67,51.642,98.3,0.2961
13.5,FLT_002,27.68,5.4,8.0,-0.625,358.924,53.89,54.03,55.69,55.14,51.54,97.5,0.3362
13.6,FLT_002,27.39,5.44,8.0,0.16,358.969,54.27,54.27,57.7,55.45,51.674,97.7,0.3289
13.7,FLT_002,26.68,5.48,8.0,3.757,358.975,54.82,55.45,53.1,54.04,51.706,97.1,0.2875
13.8,FLT_002,27.74,5.52,8.0,-2.017,358.909,54.19,56.32,53.02,54.05,51.752,97.2,0.3292
13.9,FLT_002,26.84,5.56,8.0,1.68,358.665,55.04,54.54,54.02,54.72,51.534,98.0,0.3431
14.0,FLT_002,27.99,5.6,8.0,-1.495,358.636,56.62,55.86,53.35,55.08,51.568,97.4,0.1986
14.1,FLT_002,27.2,5.64,8.0,-0.462,358.616,53.23,55.27,55.92,53.63,51.705,97.5,0.2965
14.2,FLT_002,28.19,5.68,8.0,0.793,358.567,55.38,56.52,52.82,55.1,51.703,97.6,0.3565
14.3,FLT_002,28.86,5.72,8.0,2.293,358.701,55.14,54.89,53.94,55.29,51.727,97.9,0.2945
14.4,FLT_002,28.66,5.76,8.0,-2.045,358.674,54.6,55.24,54.28,55.03,51.886,97.4,0.4408
14.5,FLT_002,29.58,5.8,8.0,0.512,358.819,57.65,53.45,52.1,55.13,51.518,97.2,0.2607
14.6,FLT_002,29.32,5.84,8.0,-1.486,358.869,54.68,54.8,53.96,55.38,51.564,97.2,0.3316
14.7,FLT_002,28.84,5.88,8.0,1.29,358.925,56.42,54.28,55.97,55.28,51.653,97.4,0.2977
14.8,FLT_002,30.06,5.92,8.0,1.939,359.01,55.41,55.17,54.55,55.67,51.639,97.6,0.2172
14.9,FLT_002,30.15,5.96,8.0,1.336,359.046,54.44,55.98,56.14,54.8,51.665,97.2,0.3316
15.0,FLT_002,30.64,6.0,8.0,-1.61,359.007,53.94,54.98,56.12,54.5,51.788,97.1,0.3204
15.1,FLT_002,30.56,6.04,8.0,-2.206,359.055,55.13,54.76,54.61,56.65,51.85,97.5,0.2921
15.2,FLT_002,30.64,6.08,8.0,-0.344,359.142,55.92,54.21,52.97,55.47,51.545,97.6,0.3597
15.3,FLT_002,30.11,6.12,8.0,-2.455,359.193,54.15,55.25,54.77,56.28,51.69,97.7,0.2268
15.4,FLT_002,31.21,6.16,8.0,1.028,359.045,54.83,55.21,57.19,56.18,51.764,97.3,0.2719
15.5,FLT_002,30.93,6.2,8.0,2.826,359.126,53.22,54.72,54.45,55.58,51.553,97.4,0.2756
15.6,FLT_002,31.61,6.24,8.0,-1.574,359.2,54.43,53.46,55.11,55.96,51.635,97.4,0.2961
15.7,FLT_002,32.52,6.28,8.0,1.046,359.285,54.85,54.78,54.91,54.24,51.575,96.6,0.3535
15.8,FLT_002,32.21,6.32,8.0,-1.585,359.253,54.77,54.7,55.6,56.19,51.449,97.6,0.3127
15.9,FLT_002,31.95,6.36,8.0,2.513,359.179,55.74,54.57,53.13,54.77,51.529,97.4,0.3757
16.0,FLT_002,32.04,6.4,8.0,2.024,359.175,55.64,55.97,54.76,54.42,51.584,97.3,0.2287
16.1,FLT_002,32.0,6.44,8.0,-0.16,359.269,53.79,55.81,53.47,55.89,51.741,97.2,0.2453
16.2,FLT_002,31.25,6.48,8.0,1.53,359.124,54.42,53.83,56.39,53.76,51.631,97.2,0.2097
16.3,FLT_002,32.63,6.52,8.0,1.675,359.128,53.56,56.98,55.59,55.4,51.626,97.7,0.35
16.4,FLT_002,32.55,6.56,8.0,-2.384,358.928,55.22,54.32,54.5,56.73,51.581,96.6,0.1887
16.5,FLT_002,33.17,6.6,8.0,0.99,358.787,54.91,54.34,56.34,54.25,51.613,96.9,0.2339
16.6,FLT_002,32.95,6.64,8.0,-1.244,358.896,55.47,56.38,54.82,52.82,51.618,97.1,0.2929
16.7,FLT_002,33.52,6.68,8.0,0.248,358.922,55.88,56.28,55.02,54.78,51.408,97.4,0.1752
16.8,FLT_002,34.23,6.72,8.0,-0.688,358.81,54.98,55.09,54.65,56.76,51.645,97.1,0.3075
16.9,FLT_002,33.89,6.76,8.0,0.058,358.874,55.2,55.02,55.78,54.58,51.575,96.8,0.3602
17.0,FLT_002,33.46,6.8,8.0,1.841,358.813,54.76,55.5,54.96,55.75,51.696,96.7,0.276
17.1,FLT_002,33.79,6.84,8.0,-2.287,358.854,54.69,55.42,55.81,56.02,51.482,97.0,0.3249
17.2,FLT_002,34.75,6.88,8.0,-3.498,358.898,53.02,55.3,55.84,54.04,51.738,96.8,0.3894
17.3,FLT_002,34.98,6.92,8.0,-0.895,358.965,56.08,55.21,54.57,55.43,51.483,97.6,0.3195
17.4,FLT_002,34.37,6.96,8.0,2.211,359.056,55.82,52.85,56.62,53.05,51.682,97.0,0.3591
17.5,FLT_002,34.99,7.0,8.0,-1.797,359.036,53.9,56.43,55.92,54.55,51.516,96.7,0.2764
17.6,FLT_002,35.66,7.04,8.0,-1.031,359.013,56.03,55.34,55.23,52.11,51.623,97.4,0.2791
17.7,FLT_002,36.27,7.08,8.0,2.334,359.147,53.97,54.63,52.65,55.77,51.69,96.6,0.3203
17.8,FLT_002,35.7,7.12,8.0,2.769,359.059,54.94,56.32,54.49,53.59,51.609,96.9,0.3221
17.9,FLT_002,35.71,7.16,8.0,1.385,359.111,54.01,55.31,56.1,55.03,51.527,96.6,0.3329
18.0,FLT_002,35.82,7.2,8.0,0.816,359.044,55.99,54.99,55.63,56.72,51.5,96.6,0.351
18.1,FLT_002,36.28,7.24,8.0,2.002,359.049,55.55,54.27,55.27,55.1,51.518,96.9,0.3544
18.2,FLT_002,37.1,7.28,8.0,-0.831,359.227,54.64,54.2,57.23,54.74,51.428,97.1,0.3804
18.3,FLT_002,36.68,7.32,8.0,1.385,359.103,52.66,54.36,54.23,54.75,51.564,97.0,0.3911
18.4,FLT_002,37.06,7.36,8.0,-1.595,358.96,53.5,54.45,55.25,53.66,51.668,96.5,0.2881
18.5,FLT_002,36.3,7.4,8.0,3.237,359.101,56.17,55.04,55.17,54.6,51.649,97.1,0.3094
18.6,FLT_002,38.0,7.44,8.0,2.086,359.125,55.22,55.77,55.24,56.13,51.663,96.8,0.3151
18.7,FLT_002,38.08,7.48,8.0,1.317,359.055,55.14,55.84,55.43,52.92,51.61,96.0,0.3513
18.8,FLT_002,37.46,7.52,8.0,-0.684,359.042,54.12,54.17,54.2,53.92,51.349,96.9,0.303
18.9,FLT_002,37.76,7.56,8.0,1.387,359.022,56.13,56.51,53.36,55.79,51.492,97.0,0.2588
19.0,FLT_002,38.6,7.6,8.0,-0.037,358.994,55.6,57.22,54.92,53.45,51.578,96.7,0.3205
19.1,FLT_002,39.68,7.64,8.0,-1.112,359.129,53.45,56.12,54.15,55.72,51.478,96.8,0.4119
19.2,FLT_002,37.57,7.68,8.0,1.17,359.038,54.97,55.89,53.45,55.07,51.488,97.2,0.2366
19.3,FLT_002,38.35,7.72,8.0,-3.805,359.016,55.79,55.69,55.96,53.32,51.541,95.8,0.3009
19.4,FLT_002,38.61,7.76,8.0,1.774,358.908,54.88,54.97,56.47,57.74,51.52,96.7,0.3285
19.5,FLT_002,39.53,7.8,8.0,-2.06,358.887,56.44,55.9,55.45,55.03,51.581,96.3,0.2555
19.6,FLT_002,39.39,7.84,8.0,1.466,358.822,56.26,55.2,54.53,54.94,51.433,96.9,0.3652
19.7,FLT_002,39.15,7.88,8.0,-2.98,358.853,54.3,53.14,53.29,55.04,51.254,96.4,0.2562
19.8,FLT_002,38.9,7.92,8.0,-0.827,358.839,52.95,53.84,55.47,54.25,51.399,96.6,0.3207
19.9,FLT_002,40.31,7.96,8.0,0.908,358.897,53.77,53.88,56.19,55.83,51.633,96.0,0.2697
20.0,FLT_002,39.91,8.0,8.0,1.741,359.031,54.17,55.49,55.11,55.82,51.511,96.7,0.3278
20.1,FLT_002,39.63,8.04,8.0,-1.382,358.914,56.28,53.27,55.42,55.04,51.467,96.1,0.2916
20.2,FLT_002,40.07,8.08,8.0,-1.85,358.929,56.1,53.28,53.72,55.1,51.628,96.3,0.273
20.3,FLT_002,40.4,8.12,8.0,2.044,358.77,54.72,55.35,53.36,56.19,51.349,96.8,0.3526
20.4,FLT_002,40.66,8.16,8.0,3.803,358.775,55.18,55.18,54.85,53.85,51.595,96.6,0.3495
20.5,FLT_002,40.49,8.2,8.0,-1.82,358.831,54.22,56.64,55.07,55.01,51.535,96.3,0.2819
20.6,FLT_002,40.69,8.24,8.0,-5.229,358.798,55.85,54.21,55.43,55.15,51.572,95.9,0.3907
20.7,FLT_002,42.59,8.28,8.0,3.041,358.837,54.72,54.51,55.66,55.55,51.531,96.3,0.3063
20.8,FLT_002,41.77,8.32,8.0,-0.295,358.869,54.24,55.47,53.88,54.31,51.569,96.2,0.3536
20.9,FLT_002,41.6,8.36,8.0,-1.811,358.927,55.38,55.26,53.92,55.35,51.53,96.1,0.2655
21.0,FLT_002,42.2,8.4,8.0,0.116,358.807,54.82,56.06,55.42,53.87,51.513,96.1,0.2706
21.1,FLT_002,42.29,8.44,8.0,3.889,358.915,55.18,54.23,55.08,55.39,51.518,96.1,0.2646
21.2,FLT_002,41.96,8.48,8.0,1.315,358.883,55.49,54.04,54.39,55.05,51.359,96.2,0.3203
21.3,FLT_002,41.65,8.52,8.0,1.561,358.718,54.56,54.58,53.93,55.37,51.39,96.8,0.2686
21.4,FLT_002,42.54,8.56,8.0,0.324,358.626,54.35,54.68,55.04,52.49,51.73,95.9,0.3012
21.5,FLT_002,42.92,8.6,8.0,0.954,358.5,53.4,56.59,53.44,55.92,51.391,96.5,0.2361
21.6,FLT_002,43.15,8.64,8.0,3.395,358.447,55.89,54.98,56.49,55.82,51.353,96.5,0.301
21.7,FLT_002,42.49,8.68,8.0,-1.805,358.361,55.2,55.39,55.95,55.4,51.417,95.5,0.3319
21.8,FLT_002,44.85,8.72,8.0,1.52,358.208,55.85,56.61,56.25,54.69,51.389,95.9,0.2313
21.9,FLT_002,45.01,8.76,8.0,-0.069,358.04,54.15,55.05,57.08,53.82,51.351,96.1,0.3962
22.0,FLT_002,44.23,8.8,8.0,-0.126,358.038,54.79,54.86,54.15,55.12,51.52,96.1,0.2741
22.1,FLT_002,44.22,8.84,8.0,-2.289,358.18,54.43,54.95,54.83,55.03,51.424,95.6,0.3261
22.2,FLT_002,44.13,8.88,8.0,0.842,358.194,54.04,54.49,54.84,54.97,51.321,96.0,0.1906
22.3,FLT_002,44.9,8.92,8.0,1.164,358.134,55.01,55.59,53.9,54.73,51.375,96.2,0.3117
22.4,FLT_002,44.75,8.96,8.0,-0.373,358.028,54.07,53.97,55.35,55.08,51.323,95.6,0.2929
22.5,FLT_002,45.64,9.0,8.0,2.894,357.9,54.46,54.41,53.69,56.05,51.396,96.0,0.3579
22.6,FLT_002,45.67,9.04,8.0,0.167,357.874,54.86,53.38,55.07,54.24,51.513,95.7,0.3175
22.7,FLT_002,44.98,9.08,8.0,-4.247,357.854,54.4,55.99,54.76,56.66,51.43,95.9,0.2879
22.8,FLT_002,45.27,9.12,8.0,1.1,357.909,58.0,56.37,53.94,56.4,51.478,95.7,0.3613
22.9,FLT_002,46.29,9.16,8.0,-2.325,357.874,54.43,55.5,56.38,53.88,51.458,95.8,0.3078
23.0,FLT_002,46.36,9.2,8.0,2.857,358.013,55.12,55.12,54.13,53.19,51.419,95.8,0.3228
23.1,FLT_002,45.65,9.24,8.0,3.752,357.883,55.72,53.59,55.65,54.81,51.447,96.4,0.2942
